MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
3300028603_60	92.13	0.04	46	20	1	1	1	Gradient Boost (General Model)	11	0.908	127357	353.5369484316853	2190290	0.42	1881	32	291852		other_6_5941
3300028603_71	91.6	1.92	27	19	0	0	0	Neural Network (Specific Model)	11	0.934	29446	342.8333333333333	1911527	0.36	1740	125	94579		other_6_5941
3300028622_13	99.99	0.3	47	20	1	1	1	Neural Network (Specific Model)	11	0.919	47688	325.22707423580783	2667874	0.5	2519	103	127104		other_6_5941
3300028631_24	99.86	3.14	45	20	1	1	1	Neural Network (Specific Model)	11	0.926	20479	334.7263570229435	1933074	0.35	1787	149	84571		other_6_5941
3300029252_12	99.65	0.61	51	18	1	1	1	Neural Network (Specific Model)	11	0.869	78826	280.61066559743387	2409196	0.53	2494	72	470559		other_6_5941
3300029255_11	95.2	4.97	44	18	0	0	1	Gradient Boost (General Model)	11	0.897	17077	305.42895238095235	2677837	0.55	2625	210	65101		other_6_5941
3300000208_16	92.51	0.93	42	18	1	1	1	Neural Network (Specific Model)	11	0.912	21550	332.60186988702765	2803599	0.69	2567	189	92489		other_6_5941
3300000568_36	98.58	4.12	46	20	1	0	0	Gradient Boost (General Model)	11	0.891	99662	296.35952848722985	1519977	0.42	1527	29	203768		other_6_5941
3300001096_18	93.61	3.18	44	19	0	0	0	Neural Network (Specific Model)	11	0.91	19171	309.0178707224335	2669095	0.49	2630	184	93059		other_6_5941
3300005286_45	96.59	0.36	38	19	0	0	2	Gradient Boost (General Model)	11	0.904	35822	335.96547100234665	3320975	0.61	2983	142	112194		other_6_5941
3300005326_48	98.26	0.45	39	20	0	0	2	Neural Network (Specific Model)	11	0.929	134556	325.73716517857144	1881512	0.39	1792	29	269722		other_6_5941
3300005676_2	99.68	0.06	43	20	1	1	1	Neural Network (Specific Model)	11	0.913	750600	282.1958549222798	893172	0.51	965	3	750600		other_6_5941
3300009704_3	97.68	2.28	44	18	1	1	0	Gradient Boost (General Model)	11	0.906	94325	390.9181090157582	5002338	0.6	3871	88	335178		other_6_5941
3300009769_15	99.11	0.44	40	18	0	0	1	Gradient Boost (General Model)	11	0.916	80206	360.1859477124183	3606373	0.41	3060	94	319627		other_6_5941
3300009779_21	99.89	0.19	38	20	0	0	2	Neural Network (Specific Model)	11	0.94	89287	338.408185840708	2924499	0.44	2712	60	146810		other_6_5941
3300011135_3	99.82	1.2	48	20	0	0	2	Neural Network (Specific Model)	11	0.889	23078	300.9558683206107	4248515	0.65	4192	270	100655		other_6_5941
3300011137_2	100.0	3.63	72	19	1	0	1	Neural Network (Specific Model)	11	0.901	372236	328.2954132606721	4805288	0.56	4404	27	968810		other_6_5941
3300011140_1	99.7	0.83	54	19	1	0	1	Neural Network (Specific Model)	11	0.867	198235	317.58912248628883	4798922	0.56	4376	39	637890		other_6_5941
3300011162_2	93.5	0.24	54	19	0	0	1	Neural Network (Specific Model)	11	0.889	34895	317.8321075323358	4223506	0.64	3943	184	129797		other_6_5941
3300011215_6	90.51	2.91	53	19	0	0	1	Neural Network (Specific Model)	11	0.884	38167	319.51102150537633	4026752	0.67	3720	179	176228		other_6_5941
3300011219_1	99.79	0.11	69	18	1	1	1	Neural Network (Specific Model)	11	0.884	41712	316.63204616067463	4833329	0.56	4506	161	166984		other_6_5941
3300011233_4	90.19	2.16	31	13	0	0	1	Gradient Boost (General Model)	11	0.891	14870	288.5243457090688	3189462	0.38	3286	296	47863		other_6_5941
3300011388_1	99.98	0.0	64	19	1	1	3	Neural Network (Specific Model)	11	0.876	176945	316.9389489953632	4208659	0.59	3882	32	527871		other_6_5941
3300011460_2	100.0	0.01	64	20	1	1	1	Neural Network (Specific Model)	11	0.876	277399	305.430067114094	3891577	0.39	3725	22	1085956		other_6_5941
3300011521_2	94.99	0.1	72	19	0	1	5	Neural Network (Specific Model)	11	0.885	151270	317.83879658733724	4790984	0.58	4454	54	482159		other_6_5941
3300011534_3	99.96	1.25	31	18	1	1	2	Neural Network (Specific Model)	11	0.882	56999	295.93951466859835	2774388	0.32	2761	79	215632		other_6_5941
3300011536_5	99.96	0.1	39	20	2	1	1	Neural Network (Specific Model)	11	0.868	361060	331.38084632516706	2569826	0.44	2245	9	902766		other_6_5941
3300011542_2	96.19	1.13	49	20	1	1	1	Neural Network (Specific Model)	11	0.878	31078	292.6271800679502	4404922	0.58	4415	214	110994		other_6_5941
3300011549_1	100.0	1.01	77	20	1	0	8	Neural Network (Specific Model)	11	0.859	129856	281.845397324941	4994982	0.37	5084	75	440658		other_6_5941
3300011572_1	99.9	0.11	53	18	0	0	1	Neural Network (Specific Model)	11	0.897	128664	325.5622751798561	4836062	0.62	4448	64	472724		other_6_5941
3300011578_3	99.72	0.0	73	19	0	0	4	Neural Network (Specific Model)	11	0.888	143352	325.2572894798227	4704148	0.56	4287	51	333412		other_6_5941
3300011586_3	100.0	0.32	50	20	0	0	1	Neural Network (Specific Model)	11	0.879	77034	310.85154256553005	4567907	0.62	4311	122	526081		other_6_5941
3300011592_2	99.99	0.1	49	20	1	1	2	Neural Network (Specific Model)	11	0.92	60614	312.78995695839313	3548779	0.7	3485	101	221655		other_6_5941
3300011602_6	99.99	0.06	49	20	1	0	2	Neural Network (Specific Model)	11	0.907	131079	327.86500815660685	2655766	0.6	2452	25	335437		other_6_5941
3300011691_1	99.59	0.05	53	18	0	0	0	Neural Network (Specific Model)	11	0.899	238577	323.30685180969726	4735019	0.64	4393	34	329840		other_6_5941
3300011694_4	99.99	0.15	44	20	1	1	3	Neural Network (Specific Model)	11	0.891	209315	323.3403661185231	3506564	0.35	3223	36	370139		other_6_5941
3300011695_3	93.41	0.75	26	16	0	1	2	Neural Network (Specific Model)	11	0.842	17155	278.58688656476266	2463038	0.33	2486	180	71297		other_6_5941
3300011707_2	95.64	0.39	48	20	1	1	1	Neural Network (Specific Model)	11	0.903	26710	323.56146657081234	2983221	0.7	2782	170	80277		other_6_5941
3300011720_1	95.22	0.57	52	18	1	1	1	Neural Network (Specific Model)	11	0.901	690843	323.36995793120514	4347820	0.63	4041	15	1225315		other_6_5941
3300011735_1	100.0	0.09	58	20	1	1	1	Neural Network (Specific Model)	11	0.889	487862	319.4186101856259	4524136	0.63	4202	14	1034927		other_6_5941
3300011744_2	99.08	0.02	61	18	1	0	2	Neural Network (Specific Model)	11	0.876	61135	304.3943565037853	3027774	0.39	2906	81	114821		other_6_5941
3300011747_4	99.99	0.23	57	20	0	0	0	Neural Network (Specific Model)	11	0.877	109979	303.52890173410407	3945614	0.39	3806	63	302641		other_6_5941
3300011764_3	95.32	3.76	63	20	1	1	2	Neural Network (Specific Model)	11	0.876	17453	297.44378346222487	3420637	0.4	3362	265	58532		other_6_5941
3300011766_2	99.68	0.0	74	19	0	0	4	Neural Network (Specific Model)	11	0.889	182360	326.3417025346724	4599913	0.56	4182	39	526529		other_6_5941
3300011773_2	97.89	0.01	55	19	1	1	2	Neural Network (Specific Model)	11	0.899	282803	324.8596139383304	4319294	0.64	3989	25	615023		other_6_5941
3300011785_4	93.55	2.92	45	16	0	0	0	Neural Network (Specific Model)	11	0.889	77298	315.80682720296375	4022138	0.63	3779	89	291542		other_6_5941
3300011799_4	99.99	0.05	46	19	1	1	1	Neural Network (Specific Model)	11	0.91	831263	334.3745259165613	3483319	0.69	3164	11	917897		other_6_5941
3300011811_1	99.65	0.53	50	19	1	1	1	Neural Network (Specific Model)	11	0.879	367642	306.01680672268907	4840131	0.56	4641	24	677975		other_6_5941
3300011812_3	99.49	1.8	61	20	1	0	0	Neural Network (Specific Model)	11	0.886	143517	315.01059475078256	4421245	0.54	4153	45	559589		other_6_5941
3300011839_2	100.0	2.31	73	20	1	1	1	Neural Network (Specific Model)	11	0.894	99767	324.2596660808436	4943669	0.66	4552	84	429974		other_6_5941
3300011839_3	91.4	0.07	52	19	1	1	2	Neural Network (Specific Model)	11	0.901	136738	319.2980668756531	4062280	0.64	3828	37	424470		other_6_5941
3300011840_2	100.0	0.11	81	20	1	1	4	Neural Network (Specific Model)	11	0.886	235533	315.6816830551109	4667768	0.51	4373	33	653703		other_6_5941
3300011840_3	99.91	0.15	67	19	0	0	2	Neural Network (Specific Model)	11	0.893	437821	331.6512543039843	4522499	0.67	4066	22	696776		other_6_5941
3300011850_3	99.95	0.43	53	18	0	1	1	Neural Network (Specific Model)	11	0.905	316578	324.40825	4294264	0.65	4000	30	672060		other_6_5941
3300011862_3	99.25	0.04	66	20	1	1	2	Neural Network (Specific Model)	11	0.875	112049	317.4534769833497	3331218	0.59	3063	38	410611		other_6_5941
3300011869_5	99.99	0.37	71	20	1	1	6	Neural Network (Specific Model)	11	0.893	97737	313.8886646485032	3131521	0.32	2973	66	246763		other_6_5941
3300011886_5	99.99	0.78	48	19	0	0	2	Neural Network (Specific Model)	11	0.892	99362	311.3355048859935	3211750	0.32	3070	63	194418		other_6_5941
3300011888_3	100.0	0.25	55	20	1	1	1	Neural Network (Specific Model)	11	0.886	124098	321.7178973717146	4344658	0.63	3995	58	251582		other_6_5941
3300011902_1	100.0	2.88	72	20	1	1	1	Neural Network (Specific Model)	11	0.884	111541	321.3836225137537	5147835	0.37	4726	76	460301		other_6_5941
3300011903_3	99.91	0.72	57	20	1	1	1	Neural Network (Specific Model)	11	0.907	181319	326.17734513274337	3043533	0.67	2825	27	343172		other_6_5941
3300011917_3	100.0	0.25	48	20	0	0	0	Neural Network (Specific Model)	11	0.902	33695	314.1214830397055	3963043	0.72	3803	168	133833		other_6_5941
3300011922_4	99.99	0.06	49	20	1	1	1	Neural Network (Specific Model)	11	0.886	106071	335.6721435793731	4487919	0.37	3956	57	316336		other_6_5941
3300011940_3	100.0	1.29	49	20	1	1	1	Neural Network (Specific Model)	11	0.901	171048	308.5846354166667	3151001	0.67	3072	34	353389		other_6_5941
3300011942_2	94.59	0.02	70	19	0	0	6	Neural Network (Specific Model)	11	0.895	469936	326.0014662756598	4462424	0.56	4092	14	800250		other_6_5941
3300011964_6	94.92	0.66	50	19	0	0	0	Neural Network (Specific Model)	11	0.866	145530	309.5590778097983	2973198	0.42	2776	37	264514		other_6_5941
3300012192_1	99.76	0.69	72	19	1	1	1	Neural Network (Specific Model)	11	0.889	491606	347.37642585551333	5851863	0.4	4997	13	964943		other_6_5941
3300012234_2	100.0	0.03	61	19	0	0	0	Neural Network (Specific Model)	11	0.88	80902	309.3461754780652	3745423	0.39	3556	66	255556		other_6_5941
3300012241_4	100.0	0.1	54	20	1	1	1	Neural Network (Specific Model)	11	0.87	319913	308.7654790729851	3075353	0.42	2891	23	616704		other_6_5941
3300012259_2	96.88	0.25	51	18	0	0	1	Neural Network (Specific Model)	11	0.899	570045	320.81383970177075	4589346	0.64	4292	10	963609		other_6_5941
3300012275_4	95.86	1.76	57	20	1	0	0	Neural Network (Specific Model)	11	0.85	17505	281.1185584371842	2942413	0.44	2969	232	63941		other_6_5941
3300013282_1	98.4	0.85	44	19	1	1	1	Gradient Boost (General Model)	11	0.872	48904	273.1189979123173	898935	0.41	958	21	210237		other_6_5941
3300013497_4	100.0	0.12	58	20	1	1	1	Neural Network (Specific Model)	11	0.875	159530	307.7009421265141	3915273	0.39	3715	37	476096		other_6_5941
3300013683_1	96.63	0.41	62	19	0	1	2	Neural Network (Specific Model)	11	0.885	79914	314.7097840886987	5476965	0.56	5141	124	256299		other_6_5941
3300013690_1	100.0	0.61	60	20	1	1	1	Neural Network (Specific Model)	11	0.898	324026	316.2529217199559	4782997	0.64	4535	27	601515		other_6_5941
3300013823_1	100.0	0.06	58	20	1	1	2	Neural Network (Specific Model)	11	0.884	193308	319.8094527363184	4356493	0.63	4020	30	393989		other_6_5941
3300013997_2	99.97	0.05	67	20	1	0	1	Neural Network (Specific Model)	11	0.888	445046	327.8510971786834	4231595	0.54	3828	17	819812		other_6_5941
3300014016_1	100.0	0.01	63	20	1	1	3	Neural Network (Specific Model)	11	0.849	237003	278.31367536972795	5383048	0.35	5477	44	1137569		other_6_5941
3300014073_5	99.51	0.57	42	19	1	1	1	Neural Network (Specific Model)	11	0.827	100436	281.04020100502515	3850986	0.3	3781	90	279403		other_6_5941
3300014205_93	93.15	0.02	34	20	1	1	1	Neural Network (Specific Model)	11	0.912	133868	308.2958937198068	838407	0.35	828	10	232304		other_6_5941
3300014588_1	96.02	0.23	62	19	1	0	1	Neural Network (Specific Model)	11	0.888	56092	315.2473895582329	5294296	0.63	4980	150	167742		other_6_5941
3300014600_4	100.0	0.23	47	20	1	1	2	Neural Network (Specific Model)	11	0.858	107442	283.52830188679246	2466401	0.35	2491	53	320302		other_6_5941
3300014610_3	93.3	0.0	47	20	2	1	1	Neural Network (Specific Model)	11	0.874	88748	309.8727325079182	3687822	0.56	3473	67	193438		other_6_5941
3300014629_2	99.28	1.91	61	19	0	0	1	Neural Network (Specific Model)	11	0.882	309574	316.69545454545454	5917163	0.55	5500	59	729953		other_6_5941
3300014640_3	99.82	1.53	59	20	1	0	0	Neural Network (Specific Model)	11	0.885	204683	318.569588793493	4774351	0.56	4426	76	735999		other_6_5941
3300014675_3	99.45	0.87	50	20	0	0	0	Neural Network (Specific Model)	11	0.89	29614	294.70122324159024	3241405	0.67	3270	169	125493		other_6_5941
3300014675_4	100.0	0.71	46	19	2	1	2	Neural Network (Specific Model)	11	0.859	111057	297.84030293052353	3156540	0.41	3037	52	381657		other_6_5941
3300014690_3	99.87	0.26	63	19	1	2	1	Neural Network (Specific Model)	11	0.879	78373	335.0326611135467	5210007	0.4	4562	113	312374		other_6_5941
3300014693_2	100.0	0.46	68	19	1	0	3	Neural Network (Specific Model)	11	0.891	99199	316.641019172553	4221134	0.56	3964	71	240584		other_6_5941
3300014734_2	100.0	0.01	78	20	1	1	6	Neural Network (Specific Model)	11	0.898	244926	324.8088761632069	4538625	0.55	4191	27	632801		other_6_5941
3300014810_4	96.34	4.2	36	19	0	0	0	Gradient Boost (General Model)	11	0.942	17060	314.3761840324763	2953420	0.52	2956	241	68297		other_6_5941
3300014832_10	98.22	4.18	50	20	1	1	1	Gradient Boost (General Model)	11	0.924	16889	318.08581862446744	3384584	0.63	3286	281	65549		other_6_5941
3300014900_1	99.99	0.01	59	20	0	0	0	Neural Network (Specific Model)	11	0.901	257929	330.69491211840887	5941384	0.68	5405	44	818808		other_6_5941
3300014961_6	99.99	3.1	52	20	1	0	0	Neural Network (Specific Model)	11	0.866	28274	283.08352208380524	3457822	0.42	3532	199	100406		other_6_5941
3300017816_13	96.82	1.37	37	20	0	0	1	Gradient Boost (General Model)	11	0.905	45397	322.8633606849804	2996323	0.45	2803	108	109684		other_6_5941
3300023187_9	100.0	0.12	35	20	0	0	2	Neural Network (Specific Model)	11	0.921	133817	342.3339608433735	2957649	0.38	2656	36	625575		other_6_5941
3300025471_28	94.28	0.42	41	18	0	0	1	Gradient Boost (General Model)	11	0.877	69865	307.7339055793992	1959351	0.53	1864	49	125708		other_6_5941
3300025471_3	98.41	0.44	47	20	1	1	0	Gradient Boost (General Model)	11	0.878	32952	352.73039480800435	4448816	0.62	3698	220	105503		other_6_5941
3300025471_31	99.52	2.7	45	20	0	0	1	Neural Network (Specific Model)	11	0.947	56384	325.92446043165467	1715718	0.33	1668	77	154370		other_6_5941
3300025605_29	91.9	0.04	44	20	1	1	1	Neural Network (Specific Model)	11	0.94	33981	311.8172613307618	2054352	0.43	2074	104	141836		other_6_5941
3300025605_31	90.5	0.4	40	20	0	0	2	Gradient Boost (General Model)	11	0.914	31347	304.87386478304745	1978647	0.59	1982	96	78179		other_6_5941
3300025609_32	94.42	0.02	44	20	0	0	0	Gradient Boost (General Model)	11	0.878	58855	312.3841607565012	1802053	0.53	1692	51	168344		other_6_5941
3300025638_11	94.0	1.51	41	19	1	1	1	Gradient Boost (General Model)	11	0.925	22322	383.5355144210073	2884083	0.5	2323	198	118896		other_6_5941
3300025638_2	96.6	2.26	55	20	1	1	0	Gradient Boost (General Model)	11	0.842	122928	358.0495421460437	5422348	0.63	4259	78	387168		other_6_5941
3300025638_24	95.57	1.31	40	19	0	0	0	Gradient Boost (General Model)	11	0.876	27122	353.8832046332046	2507180	0.4	2072	134	90596		other_6_5941
3300025657_20	94.21	1.38	31	18	0	0	1	Gradient Boost (General Model)	11	0.921	22996	306.9732977303071	2241422	0.59	2247	137	89938		other_6_5941
3300025657_39	96.53	1.7	41	16	1	1	1	Neural Network (Specific Model)	11	0.889	27952	275.33929569591953	1658460	0.59	1789	97	101189		other_6_5941
3300025677_91	97.88	0.94	34	16	1	1	1	Gradient Boost (General Model)	11	0.897	14940	280.6929133858268	594389	0.33	635	59	79117		other_6_5941
3300025683_31	98.57	0.01	54	20	0	0	1	Gradient Boost (General Model)	11	0.896	60192	304.6701754385965	2032225	0.4	1995	65	220286		other_6_5941
3300025706_22	97.52	1.61	44	18	1	1	1	Gradient Boost (General Model)	11	0.925	58262	354.1048245614035	2612833	0.47	2280	92	153287		other_6_5941
3300025713_44	95.62	0.19	43	20	1	1	2	Neural Network (Specific Model)	11	0.949	126178	359.23223039215685	1846821	0.46	1632	24	295421		other_6_5941
3300025714_6	93.94	1.82	56	19	1	1	1	Gradient Boost (General Model)	11	0.884	27963	368.4389513108614	5000733	0.63	4005	270	126267		other_6_5941
3300025715_14	91.42	0.11	42	18	1	0	0	Gradient Boost (General Model)	11	0.868	57490	365.2756296559064	3555882	0.64	2819	89	184694		other_6_5941
3300025715_4	98.86	2.3	48	20	1	1	1	Gradient Boost (General Model)	11	0.936	322103	408.32753785754346	6993994	0.72	5349	28	920380		other_6_5941
3300025720_15	95.07	1.98	40	17	1	1	1	Gradient Boost (General Model)	11	0.9	16147	325.5672454885938	3182536	0.38	2937	264	73355		other_6_5941
3300025720_27	95.27	2.24	41	18	0	0	1	Gradient Boost (General Model)	11	0.887	19401	319.13653603034135	2557533	0.6	2373	196	94337		other_6_5941
3300025720_39	91.41	3.37	47	17	0	0	0	Neural Network (Specific Model)	11	0.882	11454	268.1852026390198	1927443	0.56	2122	206	52529		other_6_5941
3300025730_20	92.77	3.32	44	20	0	0	0	Gradient Boost (General Model)	11	0.883	50596	359.92632283991964	3648006	0.62	2986	114	277804		other_6_5941
3300025737_35	97.66	3.12	41	20	0	0	0	Gradient Boost (General Model)	11	0.874	35146	351.34698795180725	2498360	0.4	2075	103	202527		other_6_5941
3300025737_46	96.33	2.59	42	16	1	0	1	Gradient Boost (General Model)	11	0.887	13367	284.8614457831325	2235705	0.35	2324	237	79437		other_6_5941
3300025740_19	96.61	0.05	40	20	0	0	2	Gradient Boost (General Model)	11	0.896	97940	371.1233498349835	3008571	0.44	2424	58	173854		other_6_5941
3300025740_46	92.42	2.2	45	20	1	1	2	Gradient Boost (General Model)	11	0.919	30970	331.1058257616248	2018179	0.4	1871	107	98047		other_6_5941
3300025784_18	94.28	0.09	43	20	1	1	0	Gradient Boost (General Model)	11	0.868	34495	358.93689320388347	3575443	0.64	2884	152	92526		other_6_5941
3300025859_57	97.25	0.04	47	20	1	1	1	Neural Network (Specific Model)	11	0.925	1009977	324.5378086419753	1359432	0.68	1296	5	1009977		other_6_5941
3300025859_62	97.19	0.85	45	19	1	1	1	Neural Network (Specific Model)	11	0.896	75714	308.9209833187006	1176039	0.56	1139	23	106155		other_6_5941
3300025867_25	91.19	4.91	40	18	1	0	1	Gradient Boost (General Model)	11	0.838	72950	341.9115905245347	2890080	0.58	2364	72	154713		other_6_5941
3300025902_9	97.01	0.11	46	19	1	2	1	Gradient Boost (General Model)	11	0.924	194487	414.056347364932	4048458	0.5	3017	31	706824		other_6_5941
3300026286_13	99.97	0.48	33	20	1	1	1	Neural Network (Specific Model)	11	0.941	133186	359.55290718671	3169626	0.3	2769	30	293082		other_6_5941
3300026286_9	99.95	2.45	94	20	0	0	1	Gradient Boost (General Model)	11	0.908	102876	310.68231308976533	4232166	0.69	4133	72	259166		other_6_5941
3300027373_14	96.37	0.08	38	20	1	0	2	Neural Network (Specific Model)	11	0.936	404763	364.63174320107	2616162	0.37	2243	17	557317		other_6_5941
3300027373_53	96.21	0.02	45	20	1	1	0	Neural Network (Specific Model)	11	0.912	406264	300.3312302839117	625790	0.35	634	3	406264		other_6_5941
3300027786_3	98.67	0.34	41	19	0	0	4	Neural Network (Specific Model)	11	0.791	86741	324.5208960843373	6524730	0.41	5312	121	261590		other_6_5941
3300027794_22	90.51	0.11	40	19	1	1	0	Gradient Boost (General Model)	11	0.906	14488	327.2484929671802	3229680	0.57	2986	277	87410		other_6_5941
3300028561_29	94.51	1.84	40	20	0	0	2	Gradient Boost (General Model)	11	0.913	38403	321.1425925925926	2842642	0.36	2700	125	111496		other_6_5941
3300028576_81	90.49	0.74	46	20	2	2	1	Neural Network (Specific Model)	11	0.893	28276	286.53217158176943	716236	0.41	746	35	83506		other_6_5941
3300028593_41	90.07	0.57	47	18	1	1	1	Neural Network (Specific Model)	11	0.879	81260	279.21762870514823	2434745	0.67	2564	58	364320		other_6_5941
3300028593_73	92.7	0.08	37	19	1	1	0	Gradient Boost (General Model)	11	0.926	26983	346.4093655589124	1483455	0.41	1324	97	71306		other_6_5941
